"","word","absolute.freqency","relative.frequency"
"chicagoland","chicagoland",4,0.000292740046838407
"chicagotonight","chicagotonight",4,0.000292740046838407
"chipublichealth√","chipublichealth√",4,0.000292740046838407
"cil","cil",4,0.000292740046838407
"cinnamon","cinnamon",4,0.000292740046838407
"cityblmpd","cityblmpd",4,0.000292740046838407
"civil","civil",4,0.000292740046838407
"clark","clark",4,0.000292740046838407
"climb","climb",4,0.000292740046838407
"clinicsav","clinicsav",4,0.000292740046838407
"combo","combo",4,0.000292740046838407
"commerc","commerc",4,0.000292740046838407
"commut","commut",4,0.000292740046838407
"comp","comp",4,0.000292740046838407
"compet","compet",4,0.000292740046838407
"complaint","complaint",4,0.000292740046838407
"compon","compon",4,0.000292740046838407
"conagra","conagra",4,0.000292740046838407
"confid","confid",4,0.000292740046838407
"confus","confus",4,0.000292740046838407
"congenit","congenit",4,0.000292740046838407
"congresswoman","congresswoman",4,0.000292740046838407
"consist","consist",4,0.000292740046838407
"constant","constant",4,0.000292740046838407
"conveni","conveni",4,0.000292740046838407
"costum","costum",4,0.000292740046838407
"courag","courag",4,0.000292740046838407
"cphc","cphc",4,0.000292740046838407
"creve","creve",4,0.000292740046838407
"critter","critter",4,0.000292740046838407
"cucumb","cucumb",4,0.000292740046838407
"cue","cue",4,0.000292740046838407
"cultur","cultur",4,0.000292740046838407
"curri","curri",4,0.000292740046838407
"cyberbulli","cyberbulli",4,0.000292740046838407
"cycl","cycl",4,0.000292740046838407
"dalla","dalla",4,0.000292740046838407
"danni","danni",4,0.000292740046838407
"debat","debat",4,0.000292740046838407
"debit","debit",4,0.000292740046838407
"debunk","debunk",4,0.000292740046838407
"decor","decor",4,0.000292740046838407
"depot","depot",4,0.000292740046838407
"deterior","deterior",4,0.000292740046838407
"dhs","dhs",4,0.000292740046838407
"diarrhea","diarrhea",4,0.000292740046838407
"dietari","dietari",4,0.000292740046838407
"dir","dir",4,0.000292740046838407
"disinfect","disinfect",4,0.000292740046838407
"dispar","dispar",4,0.000292740046838407
"dispatch","dispatch",4,0.000292740046838407
"dryer","dryer",4,0.000292740046838407
"duan","duan",4,0.000292740046838407
"dust","dust",4,0.000292740046838407
"eas","eas",4,0.000292740046838407
"eggo","eggo",4,0.000292740046838407
"elli","elli",4,0.000292740046838407
"emergencyprepared","emergencyprepared",4,0.000292740046838407
"encount","encount",4,0.000292740046838407
"entranc","entranc",4,0.000292740046838407
"evolut","evolut",4,0.000292740046838407
"exchang","exchang",4,0.000292740046838407
"exclus","exclus",4,0.000292740046838407
"exec","exec",4,0.000292740046838407
"extern","extern",4,0.000292740046838407
"faster","faster",4,0.000292740046838407
"fatigu","fatigu",4,0.000292740046838407
"fdafood","fdafood",4,0.000292740046838407
"fdatobacco","fdatobacco",4,0.000292740046838407
"felt","felt",4,0.000292740046838407
"feminin","feminin",4,0.000292740046838407
"fightflup","fightflup",4,0.000292740046838407
"film","film",4,0.000292740046838407
"fiscal","fiscal",4,0.000292740046838407
"fleek","fleek",4,0.000292740046838407
"floodwat","floodwat",4,0.000292740046838407
"fog","fog",4,0.000292740046838407
"foodday","foodday",4,0.000292740046838407
"foodpoison","foodpoison",4,0.000292740046838407
"fool","fool",4,0.000292740046838407
"footbal","footbal",4,0.000292740046838407
"francisco","francisco",4,0.000292740046838407
"frieden","frieden",4,0.000292740046838407
"frm","frm",4,0.000292740046838407
"fulton","fulton",4,0.000292740046838407
"gardasil","gardasil",4,0.000292740046838407
"gave","gave",4,0.000292740046838407
"gear","gear",4,0.000292740046838407
"general√","general√",4,0.000292740046838407
"genet","genet",4,0.000292740046838407
"gettest","gettest",4,0.000292740046838407
"globe","globe",4,0.000292740046838407
"govraun","govraun",4,0.000292740046838407
"gram","gram",4,0.000292740046838407
"grate","grate",4,0.000292740046838407
"grayslak","grayslak",4,0.000292740046838407
"greek","greek",4,0.000292740046838407
"greet","greet",4,0.000292740046838407
"grundi","grundi",4,0.000292740046838407
"gum","gum",4,0.000292740046838407
"gut","gut",4,0.000292740046838407
"harmless","harmless",4,0.000292740046838407
"harvard","harvard",4,0.000292740046838407
"haven√","haven√",4,0.000292740046838407
"headach","headach",4,0.000292740046838407
"healthiestcitieschalleng","healthiestcitieschalleng",4,0.000292740046838407
"healthyheart","healthyheart",4,0.000292740046838407
"healthyquot","healthyquot",4,0.000292740046838407
"healthysumm","healthysumm",4,0.000292740046838407
"heartmonthp","heartmonthp",4,0.000292740046838407
"helppic","helppic",4,0.000292740046838407
"hepb","hepb",4,0.000292740046838407
"hepc","hepc",4,0.000292740046838407
"herb","herb",4,0.000292740046838407
"hhs","hhs",4,0.000292740046838407
"highway","highway",4,0.000292740046838407
"hrs","hrs",4,0.000292740046838407
"hshs","hshs",4,0.000292740046838407
"huntley","huntley",4,0.000292740046838407
"hurri","hurri",4,0.000292740046838407
"igotmin","igotmin",4,0.000292740046838407
"illicit","illicit",4,0.000292740046838407
"illinois√","illinois√",4,0.000292740046838407
"illustr","illustr",4,0.000292740046838407
"imag","imag",4,0.000292740046838407
"improp","improp",4,0.000292740046838407
"incl","incl",4,0.000292740046838407
"incred","incred",4,0.000292740046838407
"interrupt","interrupt",4,0.000292740046838407
"intersect","intersect",4,0.000292740046838407
"ipc","ipc",4,0.000292740046838407
"jame","jame",4,0.000292740046838407
"jeff","jeff",4,0.000292740046838407
"jennif","jennif",4,0.000292740046838407
"jessica","jessica",4,0.000292740046838407
"johnson","johnson",4,0.000292740046838407
"josefina","josefina",4,0.000292740046838407
"journal","journal",4,0.000292740046838407
"joy","joy",4,0.000292740046838407
"juan","juan",4,0.000292740046838407
"judg","judg",4,0.000292740046838407
"kaizen","kaizen",4,0.000292740046838407
"katrina","katrina",4,0.000292740046838407
"ken","ken",4,0.000292740046838407
"kennel","kennel",4,0.000292740046838407
"kenyon","kenyon",4,0.000292740046838407
"kept","kept",4,0.000292740046838407
"kickoff","kickoff",4,0.000292740046838407
"kiss","kiss",4,0.000292740046838407
"know√","know√",4,0.000292740046838407
"laboratori","laboratori",4,0.000292740046838407
"landlord","landlord",4,0.000292740046838407
"lane","lane",4,0.000292740046838407
"latent","latent",4,0.000292740046838407
"leadershiponfleek","leadershiponfleek",4,0.000292740046838407
"lean","lean",4,0.000292740046838407
"lemon","lemon",4,0.000292740046838407
"letter","letter",4,0.000292740046838407
"loan","loan",4,0.000292740046838407
"logo","logo",4,0.000292740046838407
"lowest","lowest",4,0.000292740046838407
"lutheran","lutheran",4,0.000292740046838407
"maker","maker",4,0.000292740046838407
"malcolm","malcolm",4,0.000292740046838407
"mall","mall",4,0.000292740046838407
"mash","mash",4,0.000292740046838407
"master","master",4,0.000292740046838407
"maxim","maxim",4,0.000292740046838407
"mchenrycounti","mchenrycounti",4,0.000292740046838407
"mchenryema","mchenryema",4,0.000292740046838407
"meth","meth",4,0.000292740046838407
"michael","michael",4,0.000292740046838407
"michell","michell",4,0.000292740046838407
"michigan","michigan",4,0.000292740046838407
"mil","mil",4,0.000292740046838407
"minim","minim",4,0.000292740046838407
"ministri","ministri",4,0.000292740046838407
"minnesota","minnesota",4,0.000292740046838407
"misconcept","misconcept",4,0.000292740046838407
"monkey","monkey",4,0.000292740046838407
"monster","monster",4,0.000292740046838407
"month√","month√",4,0.000292740046838407
"mount","mount",4,0.000292740046838407
"mphotlin","mphotlin",4,0.000292740046838407
"mulberri","mulberri",4,0.000292740046838407
"mushroom","mushroom",4,0.000292740046838407
"nand","nand",4,0.000292740046838407
"nationalcondomweek","nationalcondomweek",4,0.000292740046838407
"natl","natl",4,0.000292740046838407
"nausea","nausea",4,0.000292740046838407
"ncgm","ncgm",4,0.000292740046838407
"ndo","ndo",4,0.000292740046838407
"ndr","ndr",4,0.000292740046838407
"neglect","neglect",4,0.000292740046838407
"nfind","nfind",4,0.000292740046838407
"nhome","nhome",4,0.000292740046838407
"nippersink","nippersink",4,0.000292740046838407
"ni√","ni√",4,0.000292740046838407
"nknow","nknow",4,0.000292740046838407
"nlchd","nlchd",4,0.000292740046838407
"nmay","nmay",4,0.000292740046838407
"nmonday","nmonday",4,0.000292740046838407
"nnovemb","nnovemb",4,0.000292740046838407
"nnphiacpic","nnphiacpic",4,0.000292740046838407
"noodl","noodl",4,0.000292740046838407
"notifi","notifi",4,0.000292740046838407
"npm","npm",4,0.000292740046838407
"ntchd","ntchd",4,0.000292740046838407
"nthank","nthank",4,0.000292740046838407
"nthere","nthere",4,0.000292740046838407
"nthursday","nthursday",4,0.000292740046838407
"ntree","ntree",4,0.000292740046838407
"nvw","nvw",4,0.000292740046838407
"nwash","nwash",4,0.000292740046838407
"nwhen","nwhen",4,0.000292740046838407
"obstruct","obstruct",4,0.000292740046838407
"odorless","odorless",4,0.000292740046838407
"olenek","olenek",4,0.000292740046838407
"oliv","oliv",4,0.000292740046838407
"onesmallchangep","onesmallchangep",4,0.000292740046838407
"optim","optim",4,0.000292740046838407
"orang","orang",4,0.000292740046838407
"oregon","oregon",4,0.000292740046838407
"oswego","oswego",4,0.000292740046838407
"overcom","overcom",4,0.000292740046838407
"pac","pac",4,0.000292740046838407
"pad","pad",4,0.000292740046838407
"paper","paper",4,0.000292740046838407
"parkland","parkland",4,0.000292740046838407
"pasta","pasta",4,0.000292740046838407
"patch","patch",4,0.000292740046838407
"patriot","patriot",4,0.000292740046838407
"pedestrian","pedestrian",4,0.000292740046838407
"peel","peel",4,0.000292740046838407
"photovoic","photovoic",4,0.000292740046838407
"pig","pig",4,0.000292740046838407
"pizza","pizza",4,0.000292740046838407
"planhealth","planhealth",4,0.000292740046838407
"plano","plano",4,0.000292740046838407
"popcorn","popcorn",4,0.000292740046838407
"pound","pound",4,0.000292740046838407
"preliminari","preliminari",4,0.000292740046838407
"presidenti","presidenti",4,0.000292740046838407
"pretzel","pretzel",4,0.000292740046838407
"preval","preval",4,0.000292740046838407
"primarili","primarili",4,0.000292740046838407
"principl","principl",4,0.000292740046838407
"priorit","priorit",4,0.000292740046838407
"procedur","procedur",4,0.000292740046838407
"proceed","proceed",4,0.000292740046838407
"promis","promis",4,0.000292740046838407
"prospect","prospect",4,0.000292740046838407
"pseudomona","pseudomona",4,0.000292740046838407
"pulmonari","pulmonari",4,0.000292740046838407
"pump","pump",4,0.000292740046838407
"push","push",4,0.000292740046838407
"qmhp","qmhp",4,0.000292740046838407
"quarter","quarter",4,0.000292740046838407
"quitmondayp","quitmondayp",4,0.000292740046838407
"quitter","quitter",4,0.000292740046838407
"raisin","raisin",4,0.000292740046838407
"rakow","rakow",4,0.000292740046838407
"rapid","rapid",4,0.000292740046838407
"rec","rec",4,0.000292740046838407
"recept","recept",4,0.000292740046838407
"reform","reform",4,0.000292740046838407
"reg","reg",4,0.000292740046838407
"rehab","rehab",4,0.000292740046838407
"renov","renov",4,0.000292740046838407
"restraint","restraint",4,0.000292740046838407
"retest","retest",4,0.000292740046838407
"retweet","retweet",4,0.000292740046838407
"reunit","reunit",4,0.000292740046838407
"revers","revers",4,0.000292740046838407
"revolut","revolut",4,0.000292740046838407
"rice","rice",4,0.000292740046838407
"roadcoverag","roadcoverag",4,0.000292740046838407
"roast","roast",4,0.000292740046838407
"roundtabl","roundtabl",4,0.000292740046838407
"rrstar","rrstar",4,0.000292740046838407
"rxbox","rxbox",4,0.000292740046838407
"sacrific","sacrific",4,0.000292740046838407
"sarah","sarah",4,0.000292740046838407
"sauc","sauc",4,0.000292740046838407
"sauk","sauk",4,0.000292740046838407
"scari","scari",4,0.000292740046838407
"schooler","schooler",4,0.000292740046838407
"scrub","scrub",4,0.000292740046838407
"sdoh","sdoh",4,0.000292740046838407
"sealant","sealant",4,0.000292740046838407
"sean","sean",4,0.000292740046838407
"seguro","seguro",4,0.000292740046838407
"senatordurbin","senatordurbin",4,0.000292740046838407
"seoul","seoul",4,0.000292740046838407
"sephc","sephc",4,0.000292740046838407
"sharp","sharp",4,0.000292740046838407
"sheridan","sheridan",4,0.000292740046838407
"sheriff√","sheriff√",4,0.000292740046838407
"shopper","shopper",4,0.000292740046838407
"shown","shown",4,0.000292740046838407
"signal","signal",4,0.000292740046838407
"signatur","signatur",4,0.000292740046838407
"sihealthcar","sihealthcar",4,0.000292740046838407
"similar","similar",4,0.000292740046838407
"sing","sing",4,0.000292740046838407
"skincanc","skincanc",4,0.000292740046838407
"slight","slight",4,0.000292740046838407
"slowli","slowli",4,0.000292740046838407
"smartphon","smartphon",4,0.000292740046838407
"sobr","sobr",4,0.000292740046838407
"solar","solar",4,0.000292740046838407
"solid","solid",4,0.000292740046838407
"specialti","specialti",4,0.000292740046838407
"speed","speed",4,0.000292740046838407
"spell","spell",4,0.000292740046838407
"spf","spf",4,0.000292740046838407
"spider","spider",4,0.000292740046838407
"spinach","spinach",4,0.000292740046838407
"spirit","spirit",4,0.000292740046838407
"spotter","spotter",4,0.000292740046838407
"spous","spous",4,0.000292740046838407
"starchi","starchi",4,0.000292740046838407
"stclairhealth","stclairhealth",4,0.000292740046838407
"strawberri","strawberri",4,0.000292740046838407
"strep","strep",4,0.000292740046838407
"stretch","stretch",4,0.000292740046838407
"suburban","suburban",4,0.000292740046838407
"sudden","sudden",4,0.000292740046838407
"summertim","summertim",4,0.000292740046838407
"sunglass","sunglass",4,0.000292740046838407
"sunshin","sunshin",4,0.000292740046838407
"supervis","supervis",4,0.000292740046838407
"suprem","suprem",4,0.000292740046838407
"susan","susan",4,0.000292740046838407
"swap","swap",4,0.000292740046838407
"sweat","sweat",4,0.000292740046838407
"sweater","sweater",4,0.000292740046838407
"sycamor","sycamor",4,0.000292740046838407
"symposium","symposium",4,0.000292740046838407
"talent","talent",4,0.000292740046838407
"talktesttreat","talktesttreat",4,0.000292740046838407
"tap","tap",4,0.000292740046838407
"tazewellhealth","tazewellhealth",4,0.000292740046838407
"technic","technic",4,0.000292740046838407
"tend","tend",4,0.000292740046838407
"thirsti","thirsti",4,0.000292740046838407
"thorough","thorough",4,0.000292740046838407
"thunder","thunder",4,0.000292740046838407
"tienen","tienen",4,0.000292740046838407
"til","til",4,0.000292740046838407
"tina","tina",4,0.000292740046838407
"tippin√","tippin√",4,0.000292740046838407
"tissu","tissu",4,0.000292740046838407
"tobaccofre","tobaccofre",4,0.000292740046838407
"ton","ton",4,0.000292740046838407
"translat","translat",4,0.000292740046838407
"treasur","treasur",4,0.000292740046838407
"trial","trial",4,0.000292740046838407
"trivia","trivia",4,0.000292740046838407
"tube","tube",4,0.000292740046838407
"turnarounddontdrown","turnarounddontdrown",4,0.000292740046838407
"turnout","turnout",4,0.000292740046838407
"twelv","twelv",4,0.000292740046838407
"udo","udo",4,0.000292740046838407
"unexpect","unexpect",4,0.000292740046838407
"unitedwaychi","unitedwaychi",4,0.000292740046838407
"upper","upper",4,0.000292740046838407
"urgent","urgent",4,0.000292740046838407
"usag","usag",4,0.000292740046838407
"vac","vac",4,0.000292740046838407
"vari","vari",4,0.000292740046838407
"vaxwithm","vaxwithm",4,0.000292740046838407
"ventil","ventil",4,0.000292740046838407
"ventur","ventur",4,0.000292740046838407
"virginia","virginia",4,0.000292740046838407
"virtual","virtual",4,0.000292740046838407
"vna","vna",4,0.000292740046838407
"voiceforprevent","voiceforprevent",4,0.000292740046838407
"wad","wad",4,0.000292740046838407
"walker","walker",4,0.000292740046838407
"walmart","walmart",4,0.000292740046838407
"war","war",4,0.000292740046838407
"ward","ward",4,0.000292740046838407
"warren","warren",4,0.000292740046838407
"washingtonpost","washingtonpost",4,0.000292740046838407
"wbwpic","wbwpic",4,0.000292740046838407
"wdcbnew","wdcbnew",4,0.000292740046838407
"wealth","wealth",4,0.000292740046838407
"webmd","webmd",4,0.000292740046838407
"whatev","whatev",4,0.000292740046838407
"whitehous","whitehous",4,0.000292740046838407
"wholesom","wholesom",4,0.000292740046838407
"whose","whose",4,0.000292740046838407
"wicwork","wicwork",4,0.000292740046838407
"wide","wide",4,0.000292740046838407
"wifr","wifr",4,0.000292740046838407
"wildlif","wildlif",4,0.000292740046838407
"wilmington","wilmington",4,0.000292740046838407
"wireless","wireless",4,0.000292740046838407
"wmbd","wmbd",4,0.000292740046838407
"wmbdnew","wmbdnew",4,0.000292740046838407
"worldwaterday","worldwaterday",4,0.000292740046838407
"world√","world√",4,0.000292740046838407
"wors","wors",4,0.000292740046838407
"yogurt","yogurt",4,0.000292740046838407
"aaron","aaron",3,0.000219555035128806
"abcchicago","abcchicago",3,0.000219555035128806
"academ","academ",3,0.000219555035128806
"acquir","acquir",3,0.000219555035128806
"adulter","adulter",3,0.000219555035128806
"advers","advers",3,0.000219555035128806
"advocatebromenn","advocatebromenn",3,0.000219555035128806
"aeruginosa","aeruginosa",3,0.000219555035128806
"afraid","afraid",3,0.000219555035128806
"agreement","agreement",3,0.000219555035128806
"ahca","ahca",3,0.000219555035128806
"aidschicago","aidschicago",3,0.000219555035128806
"ald","ald",3,0.000219555035128806
"alderman","alderman",3,0.000219555035128806
"allarewelcomeher","allarewelcomeher",3,0.000219555035128806
"alter","alter",3,0.000219555035128806
"alyssa","alyssa",3,0.000219555035128806
"alzheimer√","alzheimer√",3,0.000219555035128806
"amaal","amaal",3,0.000219555035128806
"amanda","amanda",3,0.000219555035128806
"anemia","anemia",3,0.000219555035128806
"anthoni","anthoni",3,0.000219555035128806
"antibodi","antibodi",3,0.000219555035128806
"antioch","antioch",3,0.000219555035128806
"aphap","aphap",3,0.000219555035128806
"apn","apn",3,0.000219555035128806
"appet","appet",3,0.000219555035128806
"applaud","applaud",3,0.000219555035128806
"applesauc","applesauc",3,0.000219555035128806
"apt","apt",3,0.000219555035128806
"arc","arc",3,0.000219555035128806
"arm","arm",3,0.000219555035128806
"austin","austin",3,0.000219555035128806
"auto","auto",3,0.000219555035128806
"automat","automat",3,0.000219555035128806
"automobil","automobil",3,0.000219555035128806
"avian","avian",3,0.000219555035128806
"ayer","ayer",3,0.000219555035128806
"bacterium","bacterium",3,0.000219555035128806
"ballroom","ballroom",3,0.000219555035128806
"barbara","barbara",3,0.000219555035128806
"barn","barn",3,0.000219555035128806
"bay","bay",3,0.000219555035128806
"bchd","bchd",3,0.000219555035128806
"beattheheat","beattheheat",3,0.000219555035128806
"betti","betti",3,0.000219555035128806
"bgccarbondal","bgccarbondal",3,0.000219555035128806
"biglatchonloc","biglatchonloc",3,0.000219555035128806
"billboard","billboard",3,0.000219555035128806
"bing","bing",3,0.000219555035128806
"biolog","biolog",3,0.000219555035128806
"bioterror","bioterror",3,0.000219555035128806
"biowatch","biowatch",3,0.000219555035128806
"bjc","bjc",3,0.000219555035128806
"bloom","bloom",3,0.000219555035128806
"blueberri","blueberri",3,0.000219555035128806
"blueprint","blueprint",3,0.000219555035128806
"bob","bob",3,0.000219555035128806
"bolingbrook","bolingbrook",3,0.000219555035128806
"boomer","boomer",3,0.000219555035128806
"brace","brace",3,0.000219555035128806
"breader","breader",3,0.000219555035128806
"breastcancerawarenessmonth","breastcancerawarenessmonth",3,0.000219555035128806
"bright","bright",3,0.000219555035128806
"broccoli","broccoli",3,0.000219555035128806
"brook","brook",3,0.000219555035128806
"bruce","bruce",3,0.000219555035128806
"buffet","buffet",3,0.000219555035128806
"bumbl","bumbl",3,0.000219555035128806
"bust","bust",3,0.000219555035128806
"busto","busto",3,0.000219555035128806
"bypass","bypass",3,0.000219555035128806
"by√","by√",3,0.000219555035128806
"cabl","cabl",3,0.000219555035128806
"cafe","cafe",3,0.000219555035128806
"canning","canning",3,0.000219555035128806
"capac","capac",3,0.000219555035128806
"captain","captain",3,0.000219555035128806
"carbondalepd","carbondalepd",3,0.000219555035128806
"cari","cari",3,0.000219555035128806
"carlo","carlo",3,0.000219555035128806
"carpet","carpet",3,0.000219555035128806
"carrier","carrier",3,0.000219555035128806
"carrollton","carrollton",3,0.000219555035128806
"carrot","carrot",3,0.000219555035128806
"carton","carton",3,0.000219555035128806
"cast","cast",3,0.000219555035128806
"cdcemerg","cdcemerg",3,0.000219555035128806
"cdcgov√","cdcgov√",3,0.000219555035128806
"cdcpic","cdcpic",3,0.000219555035128806
"cdctipspic","cdctipspic",3,0.000219555035128806
"cereal","cereal",3,0.000219555035128806
"chairwoman","chairwoman",3,0.000219555035128806
"chancetherapp","chancetherapp",3,0.000219555035128806
"changer","changer",3,0.000219555035128806
"checkout","checkout",3,0.000219555035128806
"checkup","checkup",3,0.000219555035128806
"chester","chester",3,0.000219555035128806
"chewi","chewi",3,0.000219555035128806
"chi","chi",3,0.000219555035128806
"chicagoan","chicagoan",3,0.000219555035128806
"chicagotribun","chicagotribun",3,0.000219555035128806
"chicago√","chicago√",3,0.000219555035128806
"china","china",3,0.000219555035128806
"choke","choke",3,0.000219555035128806
"chop","chop",3,0.000219555035128806
"cider","cider",3,0.000219555035128806
"cite","cite",3,0.000219555035128806
"cityhpil","cityhpil",3,0.000219555035128806
"city√","city√",3,0.000219555035128806
"cjhsbluestreak","cjhsbluestreak",3,0.000219555035128806
"claim","claim",3,0.000219555035128806
"clare","clare",3,0.000219555035128806
"classic","classic",3,0.000219555035128806
"closer","closer",3,0.000219555035128806
"cluster","cluster",3,0.000219555035128806
"cnas","cnas",3,0.000219555035128806
"cntr","cntr",3,0.000219555035128806
"coal","coal",3,0.000219555035128806
"cobertura","cobertura",3,0.000219555035128806
"coeur","coeur",3,0.000219555035128806
"colorado","colorado",3,0.000219555035128806
"colorless","colorless",3,0.000219555035128806
"command","command",3,0.000219555035128806
"committedtocar","committedtocar",3,0.000219555035128806
"committedtocommun","committedtocommun",3,0.000219555035128806
"communityhealth","communityhealth",3,0.000219555035128806
"compass","compass",3,0.000219555035128806
"compassion","compassion",3,0.000219555035128806
"complianc","complianc",3,0.000219555035128806
"concentr","concentr",3,0.000219555035128806
"conquer","conquer",3,0.000219555035128806
"consortium","consortium",3,0.000219555035128806
"constitut","constitut",3,0.000219555035128806
"cookcohealth","cookcohealth",3,0.000219555035128806
"corn","corn",3,0.000219555035128806
"coronari","coronari",3,0.000219555035128806
"costofsegreg","costofsegreg",3,0.000219555035128806
"cottag","cottag",3,0.000219555035128806
"countdown","countdown",3,0.000219555035128806
"cracker","cracker",3,0.000219555035128806
"creation","creation",3,0.000219555035128806
"crf","crf",3,0.000219555035128806
"crimin","crimin",3,0.000219555035128806
"crise","crise",3,0.000219555035128806
"crisp","crisp",3,0.000219555035128806
"crust","crust",3,0.000219555035128806
"ctr","ctr",3,0.000219555035128806
"cumtd","cumtd",3,0.000219555035128806
"custodian","custodian",3,0.000219555035128806
"dairi","dairi",3,0.000219555035128806
"daniel","daniel",3,0.000219555035128806
"databas","databas",3,0.000219555035128806
"dawn","dawn",3,0.000219555035128806
"decatur","decatur",3,0.000219555035128806
"decaturcitylimitless","decaturcitylimitless",3,0.000219555035128806
"defin","defin",3,0.000219555035128806
"defund","defund",3,0.000219555035128806
"delacey","delacey",3,0.000219555035128806
"delnor","delnor",3,0.000219555035128806
"demand","demand",3,0.000219555035128806
"dengu","dengu",3,0.000219555035128806
"dentistri","dentistri",3,0.000219555035128806
"dep","dep",3,0.000219555035128806
"departmentp","departmentp",3,0.000219555035128806
"deploy","deploy",3,0.000219555035128806
"depu","depu",3,0.000219555035128806
"descript","descript",3,0.000219555035128806
"diabetesmonth","diabetesmonth",3,0.000219555035128806
"dialogu","dialogu",3,0.000219555035128806
"dica","dica",3,0.000219555035128806
"dico","dico",3,0.000219555035128806
"didn√","didn√",3,0.000219555035128806
"diff","diff",3,0.000219555035128806
"difficulti","difficulti",3,0.000219555035128806
"dig","dig",3,0.000219555035128806
"digniti","digniti",3,0.000219555035128806
"dilig","dilig",3,0.000219555035128806
"discharg","discharg",3,0.000219555035128806
"discoveri","discoveri",3,0.000219555035128806
"dist","dist",3,0.000219555035128806
"distinguish","distinguish",3,0.000219555035128806
"divers","divers",3,0.000219555035128806
"doctor√","doctor√",3,0.000219555035128806
"donna","donna",3,0.000219555035128806
"dough","dough",3,0.000219555035128806
"dream","dream",3,0.000219555035128806
"driven","driven",3,0.000219555035128806
"drivetocoveragep","drivetocoveragep",3,0.000219555035128806
"dropitanddr","dropitanddr",3,0.000219555035128806
"drown√","drown√",3,0.000219555035128806
"drunk","drunk",3,0.000219555035128806
"dusk","dusk",3,0.000219555035128806
"easili","easili",3,0.000219555035128806
"eater","eater",3,0.000219555035128806
"eatwellamerica","eatwellamerica",3,0.000219555035128806
"eco","eco",3,0.000219555035128806
"eddi","eddi",3,0.000219555035128806
"edt","edt",3,0.000219555035128806
"eif","eif",3,0.000219555035128806
"eighth","eighth",3,0.000219555035128806
"elginil","elginil",3,0.000219555035128806
"elizabeth","elizabeth",3,0.000219555035128806
"embrac","embrac",3,0.000219555035128806
"empti","empti",3,0.000219555035128806
"enact","enact",3,0.000219555035128806
"endtbpic","endtbpic",3,0.000219555035128806
"english","english",3,0.000219555035128806
"escap","escap",3,0.000219555035128806
"esl","esl",3,0.000219555035128806
"est","est",3,0.000219555035128806
"estadounidens","estadounidens",3,0.000219555035128806
"evalu","evalu",3,0.000219555035128806
"everybodi","everybodi",3,0.000219555035128806
"everywher","everywher",3,0.000219555035128806
"evolv","evolv",3,0.000219555035128806
"exact","exact",3,0.000219555035128806
"exhaust","exhaust",3,0.000219555035128806
"explos","explos",3,0.000219555035128806
"extract","extract",3,0.000219555035128806
"extravaganza","extravaganza",3,0.000219555035128806
"factfriday","factfriday",3,0.000219555035128806
"faith","faith",3,0.000219555035128806
"fals","fals",3,0.000219555035128806
"familyhealthhistori","familyhealthhistori",3,0.000219555035128806
"fantast","fantast",3,0.000219555035128806
"fayett","fayett",3,0.000219555035128806
"femaregion","femaregion",3,0.000219555035128806
"flashbackfriday","flashbackfriday",3,0.000219555035128806
"fnps","fnps",3,0.000219555035128806
"foodissu","foodissu",3,0.000219555035128806
"foodsafetymonth","foodsafetymonth",3,0.000219555035128806
"formal","formal",3,0.000219555035128806
"forti","forti",3,0.000219555035128806
"fountain","fountain",3,0.000219555035128806
"fraud","fraud",3,0.000219555035128806
"fuller","fuller",3,0.000219555035128806
"furnac","furnac",3,0.000219555035128806
"furnitur","furnitur",3,0.000219555035128806
"fwbchd","fwbchd",3,0.000219555035128806
"gale","gale",3,0.000219555035128806
"gallon","gallon",3,0.000219555035128806
"garfield","garfield",3,0.000219555035128806
"gate","gate",3,0.000219555035128806
"gateway","gateway",3,0.000219555035128806
"gazebo","gazebo",3,0.000219555035128806
"gender","gender",3,0.000219555035128806
"gener","gener",3,0.000219555035128806
"georg","georg",3,0.000219555035128806
"gerber","gerber",3,0.000219555035128806
"getafluvax","getafluvax",3,0.000219555035128806
"getcoveredp","getcoveredp",3,0.000219555035128806
"getreadi","getreadi",3,0.000219555035128806
"gfpd","gfpd",3,0.000219555035128806
"ginger","ginger",3,0.000219555035128806
"glaucoma","glaucoma",3,0.000219555035128806
"glenbard","glenbard",3,0.000219555035128806
"globalhandwashingday","globalhandwashingday",3,0.000219555035128806
"glow","glow",3,0.000219555035128806
"god","god",3,0.000219555035128806
"gone","gone",3,0.000219555035128806
"goodby","goodby",3,0.000219555035128806
"goodi","goodi",3,0.000219555035128806
"googl","googl",3,0.000219555035128806
"goredwearredp","goredwearredp",3,0.000219555035128806
"gourmet","gourmet",3,0.000219555035128806
"gover","gover",3,0.000219555035128806
"gray","gray",3,0.000219555035128806
"grh","grh",3,0.000219555035128806
"guardian","guardian",3,0.000219555035128806
"guess","guess",3,0.000219555035128806
"gunshot","gunshot",3,0.000219555035128806
"haccp","haccp",3,0.000219555035128806
"happier","happier",3,0.000219555035128806
"harder","harder",3,0.000219555035128806
"harmon","harmon",3,0.000219555035128806
"harvest","harvest",3,0.000219555035128806
"hazelnut","hazelnut",3,0.000219555035128806
"hcc","hcc",3,0.000219555035128806
"healthiestn","healthiestn",3,0.000219555035128806
"healthpic","healthpic",3,0.000219555035128806
