"","word","absolute.freqency","relative.frequency"
"chunki","chunki",1,7.31850117096019e-05
"chx","chx",1,7.31850117096019e-05
"cid","cid",1,7.31850117096019e-05
"cidrap","cidrap",1,7.31850117096019e-05
"cigarfath","cigarfath",1,7.31850117096019e-05
"cilia","cilia",1,7.31850117096019e-05
"cincodemayo","cincodemayo",1,7.31850117096019e-05
"cindi","cindi",1,7.31850117096019e-05
"cipjkfp","cipjkfp",1,7.31850117096019e-05
"cira","cira",1,7.31850117096019e-05
"ciraatyal","ciraatyal",1,7.31850117096019e-05
"cirdpvzfx","cirdpvzfx",1,7.31850117096019e-05
"citizenship","citizenship",1,7.31850117096019e-05
"citizen√","citizen√",1,7.31850117096019e-05
"citrus","citrus",1,7.31850117096019e-05
"cityofchicago","cityofchicago",1,7.31850117096019e-05
"cityofrockford","cityofrockford",1,7.31850117096019e-05
"cityoftampa","cityoftampa",1,7.31850117096019e-05
"ciucuva","ciucuva",1,7.31850117096019e-05
"civicfeder","civicfeder",1,7.31850117096019e-05
"civilian","civilian",1,7.31850117096019e-05
"cjdufc","cjdufc",1,7.31850117096019e-05
"cjicxuy","cjicxuy",1,7.31850117096019e-05
"cjkrpdgsz","cjkrpdgsz",1,7.31850117096019e-05
"cjlpsjyw","cjlpsjyw",1,7.31850117096019e-05
"cjssog","cjssog",1,7.31850117096019e-05
"cjvdgwrgpg","cjvdgwrgpg",1,7.31850117096019e-05
"cjvizssmn","cjvizssmn",1,7.31850117096019e-05
"cjykuzvbt","cjykuzvbt",1,7.31850117096019e-05
"ckd","ckd",1,7.31850117096019e-05
"ckdkcjyi","ckdkcjyi",1,7.31850117096019e-05
"ckflodsb","ckflodsb",1,7.31850117096019e-05
"ckmsudkqp","ckmsudkqp",1,7.31850117096019e-05
"ckmvxkayz","ckmvxkayz",1,7.31850117096019e-05
"ckzcwnzzt","ckzcwnzzt",1,7.31850117096019e-05
"clanci","clanci",1,7.31850117096019e-05
"clancy√","clancy√",1,7.31850117096019e-05
"clarifi","clarifi",1,7.31850117096019e-05
"clarita","clarita",1,7.31850117096019e-05
"classif","classif",1,7.31850117096019e-05
"classifi","classifi",1,7.31850117096019e-05
"claudia","claudia",1,7.31850117096019e-05
"clay","clay",1,7.31850117096019e-05
"clcieivdjt","clcieivdjt",1,7.31850117096019e-05
"clcnewsroom","clcnewsroom",1,7.31850117096019e-05
"cleanairp","cleanairp",1,7.31850117096019e-05
"cleandrinkingwat","cleandrinkingwat",1,7.31850117096019e-05
"cleanhandscount","cleanhandscount",1,7.31850117096019e-05
"cleanpic","cleanpic",1,7.31850117096019e-05
"cleanseparatecookchil","cleanseparatecookchil",1,7.31850117096019e-05
"cleanup","cleanup",1,7.31850117096019e-05
"clean√","clean√",1,7.31850117096019e-05
"cleveland","cleveland",1,7.31850117096019e-05
"clevelandclin","clevelandclin",1,7.31850117096019e-05
"clevelandhealth","clevelandhealth",1,7.31850117096019e-05
"cliff","cliff",1,7.31850117096019e-05
"climatechang","climatechang",1,7.31850117096019e-05
"climbilp","climbilp",1,7.31850117096019e-05
"clinc","clinc",1,7.31850117096019e-05
"clincian","clincian",1,7.31850117096019e-05
"clini","clini",1,7.31850117096019e-05
"clinicaltri","clinicaltri",1,7.31850117096019e-05
"clinicspeci","clinicspeci",1,7.31850117096019e-05
"clinics√","clinics√",1,7.31850117096019e-05
"clinin","clinin",1,7.31850117096019e-05
"clocksstock","clocksstock",1,7.31850117096019e-05
"clog","clog",1,7.31850117096019e-05
"closedpodssavelivesp","closedpodssavelivesp",1,7.31850117096019e-05
"closeout","closeout",1,7.31850117096019e-05
"cloudi","cloudi",1,7.31850117096019e-05
"cloverdal","cloverdal",1,7.31850117096019e-05
"clppp","clppp",1,7.31850117096019e-05
"clqnobjwjc","clqnobjwjc",1,7.31850117096019e-05
"clrzesnx","clrzesnx",1,7.31850117096019e-05
"clsr","clsr",1,7.31850117096019e-05
"clubhous","clubhous",1,7.31850117096019e-05
"club√","club√",1,7.31850117096019e-05
"clue","clue",1,7.31850117096019e-05
"clutter","clutter",1,7.31850117096019e-05
"clwxbv","clwxbv",1,7.31850117096019e-05
"clypyuqwlz","clypyuqwlz",1,7.31850117096019e-05
"cl√","cl√",1,7.31850117096019e-05
"cma","cma",1,7.31850117096019e-05
"cmaplta","cmaplta",1,7.31850117096019e-05
"cme","cme",1,7.31850117096019e-05
"cmegroup","cmegroup",1,7.31850117096019e-05
"cmhkqaki","cmhkqaki",1,7.31850117096019e-05
"cmhkqneudf","cmhkqneudf",1,7.31850117096019e-05
"cmlnrqgnk","cmlnrqgnk",1,7.31850117096019e-05
"cmpaon","cmpaon",1,7.31850117096019e-05
"cmpcxz","cmpcxz",1,7.31850117096019e-05
"cmtdrumzv","cmtdrumzv",1,7.31850117096019e-05
"cnbc","cnbc",1,7.31850117096019e-05
"cnloeciy","cnloeciy",1,7.31850117096019e-05
"cnnhealth","cnnhealth",1,7.31850117096019e-05
"cntjxsz","cntjxsz",1,7.31850117096019e-05
"cnzcqqxxeu","cnzcqqxxeu",1,7.31850117096019e-05
"cnzolyu","cnzolyu",1,7.31850117096019e-05
"coach","coach",1,7.31850117096019e-05
"coagtatlru","coagtatlru",1,7.31850117096019e-05
"coc","coc",1,7.31850117096019e-05
"coccoro","coccoro",1,7.31850117096019e-05
"cochran","cochran",1,7.31850117096019e-05
"cockapoo","cockapoo",1,7.31850117096019e-05
"cocktail","cocktail",1,7.31850117096019e-05
"coconut","coconut",1,7.31850117096019e-05
"cocoon","cocoon",1,7.31850117096019e-05
"coder","coder",1,7.31850117096019e-05
"coefjm","coefjm",1,7.31850117096019e-05
"coffee","coffee",1,7.31850117096019e-05
"coffman","coffman",1,7.31850117096019e-05
"cognit","cognit",1,7.31850117096019e-05
"coitus","coitus",1,7.31850117096019e-05
"col","col",1,7.31850117096019e-05
"coldweath","coldweath",1,7.31850117096019e-05
"cole","cole",1,7.31850117096019e-05
"coleman","coleman",1,7.31850117096019e-05
"coliform","coliform",1,7.31850117096019e-05
"collar","collar",1,7.31850117096019e-05
"collater","collater",1,7.31850117096019e-05
"collin","collin",1,7.31850117096019e-05
"colocar","colocar",1,7.31850117096019e-05
"coloncancerawarenessmonthp","coloncancerawarenessmonthp",1,7.31850117096019e-05
"coloncancermonth","coloncancermonth",1,7.31850117096019e-05
"coloni","coloni",1,7.31850117096019e-05
"colorectalcancerawarenessmonth","colorectalcancerawarenessmonth",1,7.31850117096019e-05
"comcast","comcast",1,7.31850117096019e-05
"comer","comer",1,7.31850117096019e-05
"comet","comet",1,7.31850117096019e-05
"coming√","coming√",1,7.31850117096019e-05
"comlara","comlara",1,7.31850117096019e-05
"comlarapark","comlarapark",1,7.31850117096019e-05
"commen","commen",1,7.31850117096019e-05
"commhealthchi","commhealthchi",1,7.31850117096019e-05
"commitedtocar","commitedtocar",1,7.31850117096019e-05
"commitedtoservicep","commitedtoservicep",1,7.31850117096019e-05
"committ","committ",1,7.31850117096019e-05
"committedtocounti","committedtocounti",1,7.31850117096019e-05
"committedtohealth","committedtohealth",1,7.31850117096019e-05
"committedtopartnership","committedtopartnership",1,7.31850117096019e-05
"commmon","commmon",1,7.31850117096019e-05
"commoncold","commoncold",1,7.31850117096019e-05
"common√","common√",1,7.31850117096019e-05
"communitc","communitc",1,7.31850117096019e-05
"communitiestalk","communitiestalk",1,7.31850117096019e-05
"communities√","communities√",1,7.31850117096019e-05
"communitygarden","communitygarden",1,7.31850117096019e-05
"communitygardening√","communitygardening√",1,7.31850117096019e-05
"communityhealthplan","communityhealthplan",1,7.31850117096019e-05
"communityp","communityp",1,7.31850117096019e-05
"communitytad","communitytad",1,7.31850117096019e-05
"como","como",1,7.31850117096019e-05
"companero","companero",1,7.31850117096019e-05
"compa√","compa√",1,7.31850117096019e-05
"compil","compil",1,7.31850117096019e-05
"complac","complac",1,7.31850117096019e-05
"compliment","compliment",1,7.31850117096019e-05
"compra","compra",1,7.31850117096019e-05
"computer","computer",1,7.31850117096019e-05
"comtoi","comtoi",1,7.31850117096019e-05
"comunidad","comunidad",1,7.31850117096019e-05
"conceiv","conceiv",1,7.31850117096019e-05
"concept","concept",1,7.31850117096019e-05
"concientizacion","concientizacion",1,7.31850117096019e-05
"conclud","conclud",1,7.31850117096019e-05
"concludin","concludin",1,7.31850117096019e-05
"conclus","conclus",1,7.31850117096019e-05
"conditionsp","conditionsp",1,7.31850117096019e-05
"condo","condo",1,7.31850117096019e-05
"conduc","conduc",1,7.31850117096019e-05
"conestoga","conestoga",1,7.31850117096019e-05
"conferencia","conferencia",1,7.31850117096019e-05
"confifdenti","confifdenti",1,7.31850117096019e-05
"cong","cong",1,7.31850117096019e-05
"congana","congana",1,7.31850117096019e-05
"congression","congression",1,7.31850117096019e-05
"conjug","conjug",1,7.31850117096019e-05
"conklin","conklin",1,7.31850117096019e-05
"connelli","connelli",1,7.31850117096019e-05
"conoloppa","conoloppa",1,7.31850117096019e-05
"conozca","conozca",1,7.31850117096019e-05
"consejo","consejo",1,7.31850117096019e-05
"consolid","consolid",1,7.31850117096019e-05
"constantement","constantement",1,7.31850117096019e-05
"constitu","constitu",1,7.31850117096019e-05
"consul","consul",1,7.31850117096019e-05
"consumidor","consumidor",1,7.31850117096019e-05
"consump","consump",1,7.31850117096019e-05
"contam","contam",1,7.31850117096019e-05
"contar","contar",1,7.31850117096019e-05
"contempl","contempl",1,7.31850117096019e-05
"context","context",1,7.31850117096019e-05
"contractors√","contractors√",1,7.31850117096019e-05
"contrari","contrari",1,7.31850117096019e-05
"contributor","contributor",1,7.31850117096019e-05
"controversi","controversi",1,7.31850117096019e-05
"convect","convect",1,7.31850117096019e-05
"convent","convent",1,7.31850117096019e-05
"convict","convict",1,7.31850117096019e-05
"coo","coo",1,7.31850117096019e-05
"coofuqlr","coofuqlr",1,7.31850117096019e-05
"cookcohealthp","cookcohealthp",1,7.31850117096019e-05
"cookcountyhh","cookcountyhh",1,7.31850117096019e-05
"cookcountyworksup","cookcountyworksup",1,7.31850117096019e-05
"cooker","cooker",1,7.31850117096019e-05
"cookingmattersp","cookingmattersp",1,7.31850117096019e-05
"cool√","cool√",1,7.31850117096019e-05
"coop","coop",1,7.31850117096019e-05
"coord","coord",1,7.31850117096019e-05
"copay","copay",1,7.31850117096019e-05
"copdchat","copdchat",1,7.31850117096019e-05
"copdfound","copdfound",1,7.31850117096019e-05
"copier","copier",1,7.31850117096019e-05
"cordial","cordial",1,7.31850117096019e-05
"cordin","cordin",1,7.31850117096019e-05
"corinn","corinn",1,7.31850117096019e-05
"cornel","cornel",1,7.31850117096019e-05
"cornerston","cornerston",1,7.31850117096019e-05
"cort","cort",1,7.31850117096019e-05
"cosmetolog","cosmetolog",1,7.31850117096019e-05
"cosykxewlt","cosykxewlt",1,7.31850117096019e-05
"cotjybbbw","cotjybbbw",1,7.31850117096019e-05
"cotta","cotta",1,7.31850117096019e-05
"couchpotato","couchpotato",1,7.31850117096019e-05
"councilor","councilor",1,7.31850117096019e-05
"counsleor","counsleor",1,7.31850117096019e-05
"countermeasur","countermeasur",1,7.31850117096019e-05
"countertop","countertop",1,7.31850117096019e-05
"counth","counth",1,7.31850117096019e-05
"countiesmatt","countiesmatt",1,7.31850117096019e-05
"countiesmatter√","countiesmatter√",1,7.31850117096019e-05
"country√","country√",1,7.31850117096019e-05
"countyemergencymedicinep","countyemergencymedicinep",1,7.31850117096019e-05
"countyofkan","countyofkan",1,7.31850117096019e-05
"countytraumadoc","countytraumadoc",1,7.31850117096019e-05
"courthouse√","courthouse√",1,7.31850117096019e-05
"couthi","couthi",1,7.31850117096019e-05
"couti","couti",1,7.31850117096019e-05
"cov","cov",1,7.31850117096019e-05
"coventri","coventri",1,7.31850117096019e-05
"coverage√","coverage√",1,7.31850117096019e-05
"cover√","cover√",1,7.31850117096019e-05
"covrd","covrd",1,7.31850117096019e-05
"covwefl","covwefl",1,7.31850117096019e-05
"cox","cox",1,7.31850117096019e-05
"coyot","coyot",1,7.31850117096019e-05
"cpbdulspx","cpbdulspx",1,7.31850117096019e-05
"cpd","cpd",1,7.31850117096019e-05
"cprpic","cprpic",1,7.31850117096019e-05
"cprskcp","cprskcp",1,7.31850117096019e-05
"cpvhjsjv","cpvhjsjv",1,7.31850117096019e-05
"cqisqzrkga","cqisqzrkga",1,7.31850117096019e-05
"crab","crab",1,7.31850117096019e-05
"crabappl","crabappl",1,7.31850117096019e-05
"craft","craft",1,7.31850117096019e-05
"craig","craig",1,7.31850117096019e-05
"crain","crain",1,7.31850117096019e-05
"crainschihealth","crainschihealth",1,7.31850117096019e-05
"crainsev","crainsev",1,7.31850117096019e-05
"crank","crank",1,7.31850117096019e-05
"crbtf","crbtf",1,7.31850117096019e-05
"crccountdown","crccountdown",1,7.31850117096019e-05
"cre","cre",1,7.31850117096019e-05
"cream√","cream√",1,7.31850117096019e-05
"creepi","creepi",1,7.31850117096019e-05
"crema","crema",1,7.31850117096019e-05
"cremat","cremat",1,7.31850117096019e-05
"creosot","creosot",1,7.31850117096019e-05
"crime","crime",1,7.31850117096019e-05
"crisis√","crisis√",1,7.31850117096019e-05
"crmctngs","crmctngs",1,7.31850117096019e-05
"crockpot","crockpot",1,7.31850117096019e-05
"cronenberg","cronenberg",1,7.31850117096019e-05
"crop","crop",1,7.31850117096019e-05
"crowwmrzus","crowwmrzus",1,7.31850117096019e-05
"crt","crt",1,7.31850117096019e-05
"crtiuqtlr","crtiuqtlr",1,7.31850117096019e-05
"cruel","cruel",1,7.31850117096019e-05
"crumpler","crumpler",1,7.31850117096019e-05
"crunch","crunch",1,7.31850117096019e-05
"crushcanc","crushcanc",1,7.31850117096019e-05
"crvfsrapxm","crvfsrapxm",1,7.31850117096019e-05
"crypto","crypto",1,7.31850117096019e-05
"cryptosporidium","cryptosporidium",1,7.31850117096019e-05
"crzezdc","crzezdc",1,7.31850117096019e-05
"csc","csc",1,7.31850117096019e-05
"cseyjb","cseyjb",1,7.31850117096019e-05
"cspi","cspi",1,7.31850117096019e-05
"cstpic","cstpic",1,7.31850117096019e-05
"cszhqs","cszhqs",1,7.31850117096019e-05
"cta","cta",1,7.31850117096019e-05
"ctcfokgar","ctcfokgar",1,7.31850117096019e-05
"ctckxhjbf","ctckxhjbf",1,7.31850117096019e-05
"ctsmnhmeb","ctsmnhmeb",1,7.31850117096019e-05
"cttsdt","cttsdt",1,7.31850117096019e-05
"cuba","cuba",1,7.31850117096019e-05
"cuban","cuban",1,7.31850117096019e-05
"cube","cube",1,7.31850117096019e-05
"cubierto","cubierto",1,7.31850117096019e-05
"cubr","cubr",1,7.31850117096019e-05
"cubreteilp","cubreteilp",1,7.31850117096019e-05
"cucidkn","cucidkn",1,7.31850117096019e-05
"cud","cud",1,7.31850117096019e-05
"cudi√","cudi√",1,7.31850117096019e-05
"cudqmovrh","cudqmovrh",1,7.31850117096019e-05
"cuesti√","cuesti√",1,7.31850117096019e-05
"cuewmkg","cuewmkg",1,7.31850117096019e-05
"cuidadosa","cuidadosa",1,7.31850117096019e-05
"cuisine√","cuisine√",1,7.31850117096019e-05
"cuivnir","cuivnir",1,7.31850117096019e-05
"culprit","culprit",1,7.31850117096019e-05
"cultiv","cultiv",1,7.31850117096019e-05
"cumber","cumber",1,7.31850117096019e-05
"cumberland","cumberland",1,7.31850117096019e-05
"cuph","cuph",1,7.31850117096019e-05
"cupid","cupid",1,7.31850117096019e-05
"cupwfvsb","cupwfvsb",1,7.31850117096019e-05
"curesnow","curesnow",1,7.31850117096019e-05
"cureviol","cureviol",1,7.31850117096019e-05
"curr","curr",1,7.31850117096019e-05
"currenc","currenc",1,7.31850117096019e-05
"curriculum","curriculum",1,7.31850117096019e-05
"currxuinf","currxuinf",1,7.31850117096019e-05
"cusdpic","cusdpic",1,7.31850117096019e-05
"cutleri","cutleri",1,7.31850117096019e-05
"cutshurt","cutshurt",1,7.31850117096019e-05
"cutter","cutter",1,7.31850117096019e-05
"cuypldrc","cuypldrc",1,7.31850117096019e-05
"cu√","cu√",1,7.31850117096019e-05
"cvgfkanvfi","cvgfkanvfi",1,7.31850117096019e-05
"cvhgc","cvhgc",1,7.31850117096019e-05
"cvillep","cvillep",1,7.31850117096019e-05
"cvmbfluad","cvmbfluad",1,7.31850117096019e-05
"cvonkcuz","cvonkcuz",1,7.31850117096019e-05
"cvshealth","cvshealth",1,7.31850117096019e-05
"cvszzdayc","cvszzdayc",1,7.31850117096019e-05
"cvtkgckbs","cvtkgckbs",1,7.31850117096019e-05
"cwknhtuk","cwknhtuk",1,7.31850117096019e-05
"cwpgqgqhs","cwpgqgqhs",1,7.31850117096019e-05
"cwrceti","cwrceti",1,7.31850117096019e-05
"cwwmukdq","cwwmukdq",1,7.31850117096019e-05
"cxbckensd","cxbckensd",1,7.31850117096019e-05
"cxhobntahg","cxhobntahg",1,7.31850117096019e-05
"cyanid","cyanid",1,7.31850117096019e-05
"cyber","cyber",1,7.31850117096019e-05
"cyberawarep","cyberawarep",1,7.31850117096019e-05
"cyberbullyingp","cyberbullyingp",1,7.31850117096019e-05
"cyclist","cyclist",1,7.31850117096019e-05
"cyflsxv","cyflsxv",1,7.31850117096019e-05
"cygvbwti","cygvbwti",1,7.31850117096019e-05
"cylind","cylind",1,7.31850117096019e-05
"cyr","cyr",1,7.31850117096019e-05
"cywcropfn","cywcropfn",1,7.31850117096019e-05
"czdldcfao","czdldcfao",1,7.31850117096019e-05
"czobcmc","czobcmc",1,7.31850117096019e-05
"czz","czz",1,7.31850117096019e-05
"dada√","dada√",1,7.31850117096019e-05
"dad√","dad√",1,7.31850117096019e-05
"daesang","daesang",1,7.31850117096019e-05
"dailynorthshor","dailynorthshor",1,7.31850117096019e-05
"daily√","daily√",1,7.31850117096019e-05
"daisi","daisi",1,7.31850117096019e-05
"dakiyah","dakiyah",1,7.31850117096019e-05
"dalai","dalai",1,7.31850117096019e-05
"daley","daley",1,7.31850117096019e-05
"dali","dali",1,7.31850117096019e-05
"damp","damp",1,7.31850117096019e-05
"danish","danish",1,7.31850117096019e-05
"darlen","darlen",1,7.31850117096019e-05
"darnel","darnel",1,7.31850117096019e-05
"darrel","darrel",1,7.31850117096019e-05
"datascifellow","datascifellow",1,7.31850117096019e-05
"dataset","dataset",1,7.31850117096019e-05
"daunt","daunt",1,7.31850117096019e-05
"daxdtequzt","daxdtequzt",1,7.31850117096019e-05
"daxrnro","daxrnro",1,7.31850117096019e-05
"daycar","daycar",1,7.31850117096019e-05
"daynamatthew","daynamatthew",1,7.31850117096019e-05
"daypic","daypic",1,7.31850117096019e-05
"daze","daze",1,7.31850117096019e-05
"dazzjwyjvc","dazzjwyjvc",1,7.31850117096019e-05
"dbexofkob","dbexofkob",1,7.31850117096019e-05
"dbhoqdlbr","dbhoqdlbr",1,7.31850117096019e-05
"dbnjytxum","dbnjytxum",1,7.31850117096019e-05
"dbtes","dbtes",1,7.31850117096019e-05
"dcak","dcak",1,7.31850117096019e-05
"dcdcvysxr","dcdcvysxr",1,7.31850117096019e-05
"dceyauzxsb","dceyauzxsb",1,7.31850117096019e-05
"dcfs","dcfs",1,7.31850117096019e-05
"dcgffrtq","dcgffrtq",1,7.31850117096019e-05
"dchhs","dchhs",1,7.31850117096019e-05
"dclfhltb","dclfhltb",1,7.31850117096019e-05
"ddeadtgka","ddeadtgka",1,7.31850117096019e-05
"ddgnancyf","ddgnancyf",1,7.31850117096019e-05
"ddgvrbht","ddgvrbht",1,7.31850117096019e-05
"ddjcmmir","ddjcmmir",1,7.31850117096019e-05
"deadbirdsurveillanceprogram","deadbirdsurveillanceprogram",1,7.31850117096019e-05
"deadlier","deadlier",1,7.31850117096019e-05
"deaf","deaf",1,7.31850117096019e-05
"deakin","deakin",1,7.31850117096019e-05
"dealt","dealt",1,7.31850117096019e-05
"dear","dear",1,7.31850117096019e-05
"debe","debe",1,7.31850117096019e-05
"debpic","debpic",1,7.31850117096019e-05
"debt","debt",1,7.31850117096019e-05
"deceas","deceas",1,7.31850117096019e-05
"decept","decept",1,7.31850117096019e-05
"decim","decim",1,7.31850117096019e-05
"decisi√","decisi√",1,7.31850117096019e-05
"deconstruct","deconstruct",1,7.31850117096019e-05
"decri","decri",1,7.31850117096019e-05
"dee","dee",1,7.31850117096019e-05
"deed","deed",1,7.31850117096019e-05
"deem","deem",1,7.31850117096019e-05
"deeper","deeper",1,7.31850117096019e-05
"deepli","deepli",1,7.31850117096019e-05
"deer","deer",1,7.31850117096019e-05
"deerfield","deerfield",1,7.31850117096019e-05
"deet√","deet√",1,7.31850117096019e-05
"deg","deg",1,7.31850117096019e-05
"degener","degener",1,7.31850117096019e-05
"degqjnrkj","degqjnrkj",1,7.31850117096019e-05
"deitsch","deitsch",1,7.31850117096019e-05
"dekalbcohealth","dekalbcohealth",1,7.31850117096019e-05
"dekalbcountyhealthdeptp","dekalbcountyhealthdeptp",1,7.31850117096019e-05
"dekirk","dekirk",1,7.31850117096019e-05
"delanc","delanc",1,7.31850117096019e-05
"deleg","deleg",1,7.31850117096019e-05
"delifish","delifish",1,7.31850117096019e-05
"delish","delish",1,7.31850117096019e-05
"delriceadam","delriceadam",1,7.31850117096019e-05
"dementiap","dementiap",1,7.31850117096019e-05
"demusio","demusio",1,7.31850117096019e-05
"denial","denial",1,7.31850117096019e-05
"denim","denim",1,7.31850117096019e-05
"denmark","denmark",1,7.31850117096019e-05
"denni","denni",1,7.31850117096019e-05
"dens","dens",1,7.31850117096019e-05
"dentalhealth","dentalhealth",1,7.31850117096019e-05
"dentalhealthp","dentalhealthp",1,7.31850117096019e-05
"dental√","dental√",1,7.31850117096019e-05
"dentistryfound","dentistryfound",1,7.31850117096019e-05
"deparmt","deparmt",1,7.31850117096019e-05
"departments√","departments√",1,7.31850117096019e-05
"depaul","depaul",1,7.31850117096019e-05
"depict","depict",1,7.31850117096019e-05
"depth","depth",1,7.31850117096019e-05
"dept√","dept√",1,7.31850117096019e-05
"derecho","derecho",1,7.31850117096019e-05
"dermatolog","dermatolog",1,7.31850117096019e-05
"des","des",1,7.31850117096019e-05
"desalvo","desalvo",1,7.31850117096019e-05
"desarrollar","desarrollar",1,7.31850117096019e-05
"descuento","descuento",1,7.31850117096019e-05
"desir","desir",1,7.31850117096019e-05
"despair","despair",1,7.31850117096019e-05
"dessert","dessert",1,7.31850117096019e-05
"destress","destress",1,7.31850117096019e-05
"destruct","destruct",1,7.31850117096019e-05
"detailsp","detailsp",1,7.31850117096019e-05
"deterg","deterg",1,7.31850117096019e-05
"dethorn","dethorn",1,7.31850117096019e-05
"detriment","detriment",1,7.31850117096019e-05
"dettmer","dettmer",1,7.31850117096019e-05
"development","development",1,7.31850117096019e-05
"deven","deven",1,7.31850117096019e-05
"devhnszdi","devhnszdi",1,7.31850117096019e-05
"devil","devil",1,7.31850117096019e-05
"devot","devot",1,7.31850117096019e-05
"dewgvqmg","dewgvqmg",1,7.31850117096019e-05
"dewitt","dewitt",1,7.31850117096019e-05
"dfbuwnqn","dfbuwnqn",1,7.31850117096019e-05
"dfkuqxi","dfkuqxi",1,7.31850117096019e-05
"dfnprkcab","dfnprkcab",1,7.31850117096019e-05
"dfrdrepqzb","dfrdrepqzb",1,7.31850117096019e-05
"dgbmtzi","dgbmtzi",1,7.31850117096019e-05
"dgcimwnh","dgcimwnh",1,7.31850117096019e-05
"dghinx","dghinx",1,7.31850117096019e-05
"dgi","dgi",1,7.31850117096019e-05
"dhkismrai","dhkismrai",1,7.31850117096019e-05
"dhmickzawislak","dhmickzawislak",1,7.31850117096019e-05
"dhnovak","dhnovak",1,7.31850117096019e-05
"dhoczmvn","dhoczmvn",1,7.31850117096019e-05
"dhotajdnx","dhotajdnx",1,7.31850117096019e-05
"dhtftjlxr","dhtftjlxr",1,7.31850117096019e-05
"diabeetus","diabeetus",1,7.31850117096019e-05
"diabetescast","diabetescast",1,7.31850117096019e-05
"diabetesmonthp","diabetesmonthp",1,7.31850117096019e-05
"diabetes√","diabetes√",1,7.31850117096019e-05
"diadelnino","diadelnino",1,7.31850117096019e-05
"diagnosticado","diagnosticado",1,7.31850117096019e-05
"dian","dian",1,7.31850117096019e-05
"diana","diana",1,7.31850117096019e-05
"diarrheal","diarrheal",1,7.31850117096019e-05
"dibcgojq","dibcgojq",1,7.31850117096019e-05
"diciembr","diciembr",1,7.31850117096019e-05
"dietician","dietician",1,7.31850117096019e-05
"dihqfscta","dihqfscta",1,7.31850117096019e-05
"dijoxzuxi","dijoxzuxi",1,7.31850117096019e-05
"dillard","dillard",1,7.31850117096019e-05
"dillon","dillon",1,7.31850117096019e-05
"dilut","dilut",1,7.31850117096019e-05
"dimco","dimco",1,7.31850117096019e-05
"dimens","dimens",1,7.31850117096019e-05
"dimrc","dimrc",1,7.31850117096019e-05
"dine","dine",1,7.31850117096019e-05
"dinglrcq","dinglrcq",1,7.31850117096019e-05
"dioces","dioces",1,7.31850117096019e-05
"diodrgxvw","diodrgxvw",1,7.31850117096019e-05
"diol","diol",1,7.31850117096019e-05
"dipt√","dipt√",1,7.31850117096019e-05
"disapprov","disapprov",1,7.31850117096019e-05
"disasterdr","disasterdr",1,7.31850117096019e-05
"disastermentalhealth","disastermentalhealth",1,7.31850117096019e-05
"disconnect","disconnect",1,7.31850117096019e-05
"discours","discours",1,7.31850117096019e-05
"discretionari","discretionari",1,7.31850117096019e-05
"discriminaci√","discriminaci√",1,7.31850117096019e-05
"dishcloth","dishcloth",1,7.31850117096019e-05
"dishwash","dishwash",1,7.31850117096019e-05
"dismiss","dismiss",1,7.31850117096019e-05
"dispon","dispon",1,7.31850117096019e-05
"disproport","disproport",1,7.31850117096019e-05
"distemp","distemp",1,7.31850117096019e-05
"distilleri","distilleri",1,7.31850117096019e-05
"distracteddriv","distracteddriv",1,7.31850117096019e-05
"ditch","ditch",1,7.31850117096019e-05
"diuyksqet","diuyksqet",1,7.31850117096019e-05
"div","div",1,7.31850117096019e-05
"divid","divid",1,7.31850117096019e-05
"divntaqru","divntaqru",1,7.31850117096019e-05
"dizzi","dizzi",1,7.31850117096019e-05
"djaww","djaww",1,7.31850117096019e-05
"djdjvhano","djdjvhano",1,7.31850117096019e-05
"djg","djg",1,7.31850117096019e-05
"dkenvpgu","dkenvpgu",1,7.31850117096019e-05
"dkiggbt","dkiggbt",1,7.31850117096019e-05
"dkoefeepu","dkoefeepu",1,7.31850117096019e-05
"dkwauiku","dkwauiku",1,7.31850117096019e-05
"dldpcxudlj","dldpcxudlj",1,7.31850117096019e-05
"dlpressey","dlpressey",1,7.31850117096019e-05
"dlrssccdgc","dlrssccdgc",1,7.31850117096019e-05
"dmcnsnx","dmcnsnx",1,7.31850117096019e-05
"dmknzzmpv","dmknzzmpv",1,7.31850117096019e-05
"dmobbyey","dmobbyey",1,7.31850117096019e-05
"dmppsjgu","dmppsjgu",1,7.31850117096019e-05
"dmqkrvxlh","dmqkrvxlh",1,7.31850117096019e-05
"dmrsmvem","dmrsmvem",1,7.31850117096019e-05
"dmzufam","dmzufam",1,7.31850117096019e-05
"dmzuichd","dmzuichd",1,7.31850117096019e-05
"dnjxnumtm","dnjxnumtm",1,7.31850117096019e-05
"dnovbxgqsh","dnovbxgqsh",1,7.31850117096019e-05
"dobusinesswithcchh","dobusinesswithcchh",1,7.31850117096019e-05
"docotr","docotr",1,7.31850117096019e-05
"doctorsday","doctorsday",1,7.31850117096019e-05
"documento","documento",1,7.31850117096019e-05
"dodg","dodg",1,7.31850117096019e-05
"dodgebal","dodgebal",1,7.31850117096019e-05
"doimsinschool","doimsinschool",1,7.31850117096019e-05
"dokn","dokn",1,7.31850117096019e-05
"dolan","dolan",1,7.31850117096019e-05
"dolphin","dolphin",1,7.31850117096019e-05
"dome","dome",1,7.31850117096019e-05
